591673483832270848	0	0.5251084	1429900925	nepal political news science social sport etwsgaftjg 
591677980394393600	4	0.0012818151	1429901998	rt chutkla engineering jugaad 10 minute 
591679831399477248	4	0.0011283411	1429902439	rt baba_3g icc rrvsrcb 
591681597054652416	4	0.0012645752	1429902860	rt srbachchan 
591712699421052928	0	0.72513753	1429910275	nepal news pdfto0feof 9774u 
591712700138291201	0	0.72513753	1429910275	nepal news 1q1mbvgojl 9774u 
591714830446301184	1	0.0029081109	1429910783	balliawalebaba bijarania_ajeet original anjum rehbar 
591726847219478528	4	0.008973628	1429913648	updates mobile dysiovci8z 
591727436259176450	4	0.33635175	1429913789	rt jorajani03 pearl_nepal 
591727671433764865	4	6.897683E-5	1429913845	jorajani03 
591728244925210624	2	3.2502667E-6	1429913982	rt tikananu 
591728470222241792	2	0.00179592	1429914035	rt tikananu 
591729367132188672	1	9.497502E-4	1429914249	pilandhare 
591730834396172288	1	6.717223E-4	1429914599	pilandhare hajur 
591735107981029376	4	0.29603705	1429915618	rt dearbimal good morning friends nepal 
591737214868021248	4	0.18718675	1429916120	general knowledge quiz nepali language lok sewa aayog nepal loksewanepal mykbl8zkqc 
591741332177063937	4	4.3685327E-4	1429917102	khimlalp 
591741541514772480	4	0.41194507	1429917152	pearl_nepal 
591743713644122112	3	5.4322026E-4	1429917670	suyog_bhai 
591745539084976128	4	1.5620045E-6	1429918105	cp lol 
591747159197757440	4	0.41194507	1429918491	pearl_nepal 
591748310345486336	4	0.4106444	1429918765	nepal proudnepali 
591748870209601537	2	0.00179592	1429918899	tikananu 
591749086832824320	1	0.0011755876	1429918951	bau_sab 
591750508609572865	4	1.0593526E-6	1429919290	incident 
591751403221098496	4	0.27053148	1429919503	rt gundrukpost nepal pic annapurna http 
591751543025569793	2	0.00179592	1429919536	rt tikananu 
591760691872169985	4	3.6094903E-8	1429921717	rt basnet_tarbin 
591762738260496385	2	0.34711495	1429922205	nepal pupils school nhttps 2liffbon8b 
591762885254074368	2	0.2933624	1429922240	rt karnaliko blossom karnali nepal nhttp hfcyipyc9j 1azezwexxx 
591764470197723137	0	0.72513753	1429922618	nepal news w3poocoh1l 9774u 
591764471028142080	0	0.72513753	1429922619	nepal news xw4a9xbq79 9774u 
591764471896363008	0	0.72513753	1429922619	nepal news tuc4jkumji 9774u 
591764472651386882	0	0.72513753	1429922619	nepal news hshddsj1ot 9774u 
591764473527996418	0	0.72513753	1429922619	nepal news qoypuat4yi 9774u 
591765499354087424	4	6.8283576E-4	1429922864	brain_hunt 
591766540036534272	4	0.0025850215	1429923112	rt twinepal tinofc 
591767715049644032	0	0.72513753	1429923392	nepal news vunnrpqofl 9774u 
591769951138021376	3	0.016593711	1429923925	rt jsingh341 mamtainsa12 rt jaskaran57000 beta food bank 
591770916360560640	4	0.4106444	1429924155	cleanbagmati nepal 
591773845427621888	4	1.14961374E-4	1429924854	rt aksharkaka 
591774432923811840	0	0.72513753	1429924994	nepal news ayi6wafcmr 9774u 
591774433926193152	0	0.72513753	1429924994	nepal news 3tom4xe62f 9774u 
591774528222547968	4	0.41194507	1429925016	rt pearl_nepal 
591779538046218240	2	0.2400125	1429926211	nhttp kbzbc0ptc2 
591780068445270017	2	0.2400125	1429926337	nhttp 8dvmqqncpf 
591781093210107905	0	0.72513753	1429926582	nepal news 0jydiqr9gp 9774u 
591781094346727426	0	0.72513753	1429926582	nepal news wrpoplfeih 9774u 
591782786127699968	4	0.23697479	1429926985	rt atheist_krishna ashok dinda kathmandu nepal 7fnbsli66t 
